Record.Num	Patch.CT	Patch.Num	UniquePatch.num	TransectColor	Clip.Label	Distance	Clip.AB	AreaBefore	AreaAfter	BiteYN	BiteYN.Corrected
805	FloridaKeys	5	15	Black	12A	12	A	8.56	8.421	n	N
806	FloridaKeys	5	15	Black	12B	12	B	7.178	6.87	n	N
807	FloridaKeys	5	15	Black	14A	14	A	5.718	5.248	n	N
808	FloridaKeys	5	15	Black	14B	14	B	6.737	6.36	n	N
809	FloridaKeys	5	15	Black	16A	16	A	6.21	7.086	n	N
810	FloridaKeys	5	15	Black	16B	16	B	9.639	7.587	n	N
811	FloridaKeys	5	15	Black	18A	18	A	5.294	5.434	n	N
812	FloridaKeys	5	15	Black	18B	18	B	7.216	7.082	n	N
813	FloridaKeys	5	15	Black	20A	20	A	7.452	7.3	n	N
814	FloridaKeys	5	15	Black	20B	20	B	6.345	5.873	n	N
815	FloridaKeys	5	15	Green	0A	0	A	7.212	1.25	y	Y
816	FloridaKeys	5	15	Green	0B	0	B	8.531	1.654	y	Y
817	FloridaKeys	5	15	Green	2A	2	A	8.003	2.933	y	Y
818	FloridaKeys	5	15	Green	2B	2	B	6.613	4.385	n	N
819	FloridaKeys	5	15	Green	4A	4	A	7.898	6.693	n	N
820	FloridaKeys	5	15	Green	4B	4	B	9.112	7.849	n	N
821	FloridaKeys	5	15	Green	6A	6	A	8.287	5.998	n	N
822	FloridaKeys	5	15	Green	6B	6	B	7.499	6.696	n	N
823	FloridaKeys	5	15	Green	8A	8	A	10.209	8.083	n	N
824	FloridaKeys	5	15	Green	8B	8	B	6.678	6.098	n	N
825	FloridaKeys	5	15	Green	10A	10	A	7.826	7.331	n	N
826	FloridaKeys	5	15	Green	10B	10	B	6.508	6.273	n	N
827	FloridaKeys	5	15	Green	12A	12	A	6.964	6.748	n	N
828	FloridaKeys	5	15	Green	12B	12	B	7.402	7.326	n	N
829	FloridaKeys	5	15	Green	14A	14	A	7.805	7.766	n	N
830	FloridaKeys	5	15	Green	14B	14	B	7.302	4.298	n	N
831	FloridaKeys	5	15	Green	16A	16	A	6.197	6.773	n	N
832	FloridaKeys	5	15	Green	16B	16	B	6.69	6.285	n	N
833	FloridaKeys	5	15	Green	18A	18	A	6.171	NA	lost 	NA
834	FloridaKeys	5	15	Green	18B	18	B	9.098	NA	lost	NA
835	FloridaKeys	5	15	Green	20A	20	A	8.593	NA	lost	NA
836	FloridaKeys	5	15	Green	20B	20	B	5.845	NA	lost	NA
837	FloridaKeys	5	15	White	0A	0	A	6.094	6.354	y	Y
838	FloridaKeys	5	15	White	0B	0	B	6.729	NA	lost (? Or removed)	NA
839	FloridaKeys	5	15	White	2A	2	A	4.91	6.073	y	Y
840	FloridaKeys	5	15	White	2B	2	B	8.503	NA	lost	NA
841	FloridaKeys	5	15	White	4A	4	A	5.515	6.241	n	N
842	FloridaKeys	5	15	White	4B	4	B	8.204	7.902	n	N
843	FloridaKeys	5	15	White	6A	6	A	6.377	6.385	n	N
844	FloridaKeys	5	15	White	6B	6	B	8.188	7.306	n	N
845	FloridaKeys	5	15	White	8A	8	A	6.295	6.258	n	N
846	FloridaKeys	5	15	White	8B	8	B	7.877	7.54	n	N
847	FloridaKeys	5	15	White	10A	10	A	8.553	8.025	n	N
848	FloridaKeys	5	15	White	10B	10	B	6.517	6.098	n	N
849	FloridaKeys	5	15	White	12A	12	A	5.926	5.881	n	N
850	FloridaKeys	5	15	White	12B	12	B	7.535	7.18	n	N
851	FloridaKeys	5	15	White	14A	14	A	6.26	6.238	n	N
852	FloridaKeys	5	15	White	14B	14	B	6.352	7.897	n	N
853	FloridaKeys	5	15	White	16A	16	A	7.689	7.745	n	N
854	FloridaKeys	5	15	White	16B	16	B	4.839	6.076	n	N
855	FloridaKeys	5	15	White	18A	18	A	7.162	7.446	n	N
856	FloridaKeys	5	15	White	18B	18	B	7.442	7.16	n	N
857	FloridaKeys	5	15	White	20A	20	A	7.643	7.9	n	N
858	FloridaKeys	5	15	White	20B	20	B	6.352	7.357	n	N
859	FloridaKeys	6	16	Blue	0A	0	A	7.979	1.002	y	Y
860	FloridaKeys	6	16	Blue	0B	0	B	6.706	2.277	y	Y
861	FloridaKeys	6	16	Blue	2A	2	A	5.4	5.093	y	Y
862	FloridaKeys	6	16	Blue	2B	2	B	5.313	6.311	y	Y
863	FloridaKeys	6	16	Blue	4A	4	A	4.709	5.789	y	Y
864	FloridaKeys	6	16	Blue	4B	4	B	5.639	4.929	y	Y
865	FloridaKeys	6	16	Blue	6A	6	A	5.035	6.989	n	N
866	FloridaKeys	6	16	Blue	6B	6	B	6.477	1.289	y	Y
867	FloridaKeys	6	16	Blue	8A	8	A	5.455	5.953	n	N
868	FloridaKeys	6	16	Blue	8B	8	B	6.735	5.458	n	N
869	FloridaKeys	6	16	Blue	10A	10	A	7.573	8.775	n	N
870	FloridaKeys	6	16	Blue	10B	10	B	7.49	5.81	n	N
871	FloridaKeys	6	16	Blue	12A	12	A	7.23	7.114	n	N
872	FloridaKeys	6	16	Blue	12B	12	B	5.879	5.737	n	N
873	FloridaKeys	6	16	Blue	14A	14	A	6.42	3.339	y	Y
874	FloridaKeys	6	16	Blue	14B	14	B	5.805	4.694	y	Y
875	FloridaKeys	6	16	Blue	16A	16	A	6.006	5.71	n	N
876	FloridaKeys	6	16	Blue	16B	16	B	5.225	7.734	n	N
877	FloridaKeys	6	16	Blue	18A	18	A	5.514	4.983	y	Y
878	FloridaKeys	6	16	Blue	18B	18	B	5.353	8.133	n	N
879	FloridaKeys	6	16	Blue	20A	20	A	6.448	8.732	n	N
880	FloridaKeys	6	16	Blue	20B	20	B	6.616	4.764	y	Y
881	FloridaKeys	6	16	Orange	0A	0	A	7.271	7.235	n	N
882	FloridaKeys	6	16	Orange	0B	0	B	5.534	3.72	y	Y
883	FloridaKeys	6	16	Orange	2A	2	A	4.408	6.79	n	N
884	FloridaKeys	6	16	Orange	2B	2	B	3.625	5.236	n	N
885	FloridaKeys	6	16	Orange	4A	4	A	6.293	5.962	n	N
886	FloridaKeys	6	16	Orange	4B	4	B	5.654	2.592	n	N
887	FloridaKeys	6	16	Orange	6A	6	A	8.399	4.367	n	N
888	FloridaKeys	6	16	Orange	6B	6	B	7.07	5.104	n	N
889	FloridaKeys	6	16	Orange	8A	8	A	8.524	5.401	lost	NA
890	FloridaKeys	6	16	Orange	8B	8	B	6.634	7.156	lost	NA
891	FloridaKeys	6	16	Orange	10A	10	A	7.933	7.264	lost	NA
892	FloridaKeys	6	16	Orange	10B	10	B	7.273	NA	lost	NA
893	FloridaKeys	6	16	Orange	12A	12	A	7.223	5.401	n	N
894	FloridaKeys	6	16	Orange	12B	12	B	5.194	7.156	n	N
895	FloridaKeys	6	16	Orange	14A	14	A	6.516	NA	removed	NA
896	FloridaKeys	6	16	Orange	14B	14	B	7.396	7.264	n	N
897	FloridaKeys	6	16	Orange	16A	16	A	7.524	5.856	y	Y
898	FloridaKeys	6	16	Orange	16B	16	B	5.818	8.326	n	N
899	FloridaKeys	6	16	Orange	18A	18	A	4.943	1.157	y	Y
900	FloridaKeys	6	16	Orange	18B	18	B	7.811	5.945	n	N
901	FloridaKeys	6	16	Orange	20A	20	A	7.956	7.912	n	N
902	FloridaKeys	6	16	Orange	20B	20	B	7.856	NA	lost	NA
903	FloridaKeys	6	16	Pink	0A	0	A	7.858	6.819	y	Y
904	FloridaKeys	6	16	Pink	0B	0	B	6.814	NA	lost	NA
905	FloridaKeys	6	16	Pink	2A	2	A	9.096	5.089	y	Y
906	FloridaKeys	6	16	Pink	2B	2	B	9.275	5.851	n	N
907	FloridaKeys	6	16	Pink	4A	4	A	8.67	5.101	n	N
908	FloridaKeys	6	16	Pink	4B	4	B	10.554	0.826	y	Y
909	FloridaKeys	6	16	Pink	6A	6	A	7.753	6.753	y	Y
910	FloridaKeys	6	16	Pink	6B	6	B	9.384	3.177	n	N
911	FloridaKeys	6	16	Pink	8A	8	A	8.436	4.587	n	N
912	FloridaKeys	6	16	Pink	8B	8	B	9.046	3.956	n	N
913	FloridaKeys	6	16	Pink	10A	10	A	5.027	7.924	n	N
914	FloridaKeys	6	16	Pink	10B	10	B	9.027	5.452	n	N
915	FloridaKeys	6	16	Pink	12A	12	A	6.597	7.115	y	Y
916	FloridaKeys	6	16	Pink	12B	12	B	5.987	9.67	n	N
917	FloridaKeys	6	16	Pink	14A	14	A	5.969	7.773	n	N
918	FloridaKeys	6	16	Pink	14B	14	B	5.317	8.347	n	N
919	FloridaKeys	6	16	Pink	16A	16	A	9.541	8.684	n	N
920	FloridaKeys	6	16	Pink	16B	16	B	8.579	7.109	n	N
921	FloridaKeys	6	16	Pink	18A	18	A	9.962	NA	lost	NA
922	FloridaKeys	6	16	Pink	18B	18	B	9.093	NA	lost	NA
923	FloridaKeys	6	16	Pink	20A	20	A	7.822	7.284	n	N
924	FloridaKeys	6	16	Pink	20B	20	B	6.129	8.506	n	N
925	FloridaKeys	7	17	Black	0A	0	A	4.937	0.868	y	Y
926	FloridaKeys	7	17	Black	0B	0	B	6.89	0.696	y	Y
927	FloridaKeys	7	17	Black	2A	2	A	6.372	NA	lost	NA
928	FloridaKeys	7	17	Black	2B	2	B	9.288	1.438	y	Y
929	FloridaKeys	7	17	Black	4A	4	A	6.985	1.142	y	Y
930	FloridaKeys	7	17	Black	4B	4	B	5.995	0.86	y	Y
931	FloridaKeys	7	17	Black	6A	6	A	4.513	4.322	y	Y
932	FloridaKeys	7	17	Black	6B	6	B	4.661	1.99	y	Y
933	FloridaKeys	7	17	Black	8A	8	A	4.926	4.439	y	Y
934	FloridaKeys	7	17	Black	8B	8	B	7.418	6.622	y	Y
935	FloridaKeys	7	17	Black	10A	10	A	5.04	4.158	n	N
936	FloridaKeys	7	17	Black	10B	10	B	9.027	9.787	n	N
937	FloridaKeys	7	17	Black	12A	12	A	6.731	6.866	n	N
938	FloridaKeys	7	17	Black	12B	12	B	4.34	4.053	y	Y
939	FloridaKeys	7	17	Black	14A	14	A	6.52	4.151	y	Y
940	FloridaKeys	7	17	Black	14B	14	B	6.516	6.218	y	Y
941	FloridaKeys	7	17	Black	16A	16	A	6.85	2.952	y	Y
942	FloridaKeys	7	17	Black	16B	16	B	6.799	4.194	n	N
943	FloridaKeys	7	17	Black	18A	18	A	8.164	2.164	y	Y
944	FloridaKeys	7	17	Black	18B	18	B	7.745	0.862	n	N
945	FloridaKeys	7	17	Black	20A	20	A	7.089	5.789	n	N
946	FloridaKeys	7	17	Black	20B	20	B	5.441	2.425	y	Y
947	FloridaKeys	7	17	Green	0A	0	A	4.562	0.777	y	Y
948	FloridaKeys	7	17	Green	0B	0	B	4.332	1.595	y	Y
949	FloridaKeys	7	17	Green	2A	2	A	8.253	0.815	y	Y
950	FloridaKeys	7	17	Green	2B	2	B	11.645	0.823	y	Y
951	FloridaKeys	7	17	Green	4A	4	A	7.48	5.31	y	Y
952	FloridaKeys	7	17	Green	4B	4	B	8.923	2.259	y	Y
953	FloridaKeys	7	17	Green	6A	6	A	9.903	1.055	y	Y
954	FloridaKeys	7	17	Green	6B	6	B	6.742	0.851	y	Y
955	FloridaKeys	7	17	Green	8A	8	A	7.66	0.995	y	Y
956	FloridaKeys	7	17	Green	8B	8	B	7.806	6.165	n	N
957	FloridaKeys	7	17	Green	10A	10	A	4.873	3.125	y	Y
958	FloridaKeys	7	17	Green	10B	10	B	8.638	0.604	y	Y
959	FloridaKeys	7	17	Green	12A	12	A	5.226	3.044	n	N
960	FloridaKeys	7	17	Green	12B	12	B	6.258	3.903	n	N
961	FloridaKeys	7	17	Green	14A	14	A	5.699	5.291	n	N
962	FloridaKeys	7	17	Green	14B	14	B	7.995	7.595	y	Y
963	FloridaKeys	7	17	Green	16A	16	A	8.383	7.976	n	N
964	FloridaKeys	7	17	Green	16B	16	B	5.025	3.136	n	N
965	FloridaKeys	7	17	Green	18A	18	A	6.455	6.444	n	N
966	FloridaKeys	7	17	Green	18B	18	B	7.081	7.031	n	N
967	FloridaKeys	7	17	Green	20A	20	A	9.626	9.585	n	N
968	FloridaKeys	7	17	Green	20B	20	B	10.49	10.57	n	N
969	FloridaKeys	7	17	White	0A	0	A	7.025	NA	lost	NA
970	FloridaKeys	7	17	White	0B	0	B	6.372	0.984	y	Y
971	FloridaKeys	7	17	White	2A	2	A	9.096	1.322	y	Y
972	FloridaKeys	7	17	White	2B	2	B	8.331	3.319	y	Y
973	FloridaKeys	7	17	White	4A	4	A	8.263	1.085	y	Y
974	FloridaKeys	7	17	White	4B	4	B	7.513	1.066	y	Y
975	FloridaKeys	7	17	White	6A	6	A	7.342	1.11	y	Y
976	FloridaKeys	7	17	White	6B	6	B	8.169	4.296	y	Y
977	FloridaKeys	7	17	White	8A	8	A	6.989	5.51	y	Y
978	FloridaKeys	7	17	White	8B	8	B	7.59	1.695	y	Y
979	FloridaKeys	7	17	White	10A	10	A	6.67	3.528	y	Y
980	FloridaKeys	7	17	White	10B	10	B	7.488	2.905	y	Y
981	FloridaKeys	7	17	White	12A	12	A	7.859	4.929	y	Y
982	FloridaKeys	7	17	White	12B	12	B	5.337	4.914	y	Y
983	FloridaKeys	7	17	White	14A	14	A	5.855	4.045	y	Y
984	FloridaKeys	7	17	White	14B	14	B	8.117	3.967	y	Y
985	FloridaKeys	7	17	White	16A	16	A	6.912	2.82	y	Y
986	FloridaKeys	7	17	White	16B	16	B	8.874	1.365	y	Y
987	FloridaKeys	7	17	White	18A	18	A	6.214	1.951	y	Y
988	FloridaKeys	7	17	White	18B	18	B	5.683	4.978	y	Y
989	FloridaKeys	7	17	White	20A	20	A	7.808	5.921	y	Y
990	FloridaKeys	7	17	White	20B	20	B	8.554	7.06	y	Y
991	FloridaKeys	8	18	Blue	0A	0	A	7.07	1.195	y	Y
992	FloridaKeys	8	18	Blue	0B	0	B	6.619	1.433	y	Y
993	FloridaKeys	8	18	Blue	2A	2	A	6.088	0.853	y	Y
994	FloridaKeys	8	18	Blue	2B	2	B	6.972	1.125	y	Y
995	FloridaKeys	8	18	Blue	4A	4	A	7.02	1.057	y	Y
996	FloridaKeys	8	18	Blue	4B	4	B	6.654	0.914	y	Y
997	FloridaKeys	8	18	Blue	6A	6	A	6.565	2.318	y	Y
998	FloridaKeys	8	18	Blue	6B	6	B	6.781	1.112	y	Y
999	FloridaKeys	8	18	Blue	8A	8	A	5.449	0.86	y	Y
1000	FloridaKeys	8	18	Blue	8B	8	B	7.642	1.318	y	Y
1001	FloridaKeys	8	18	Blue	10A	10	A	7.256	1.084	y	Y
1002	FloridaKeys	8	18	Blue	10B	10	B	5.586	0.913	y	Y
1003	FloridaKeys	8	18	Blue	12A	12	A	7.64	1.229	y	Y
1004	FloridaKeys	8	18	Blue	12B	12	B	8.23	1.415	y	Y
1005	FloridaKeys	8	18	Blue	14A	14	A	7.421	1.237	y	Y
1006	FloridaKeys	8	18	Blue	14B	14	B	7.545	1.284	y	Y
1007	FloridaKeys	8	18	Blue	16A	16	A	6.694	0.813	y	Y
1008	FloridaKeys	8	18	Blue	16B	16	B	7.873	0.93	y	Y
1009	FloridaKeys	8	18	Blue	18A	18	A	7.105	1.23	y	Y
1010	FloridaKeys	8	18	Blue	18B	18	B	5.474	1.151	y	Y
1011	FloridaKeys	8	18	Blue	20A	20	A	5.68	3.731	n	N
1012	FloridaKeys	8	18	Blue	20B	20	B	8.025	3.874	y	Y
1013	FloridaKeys	8	18	Orange	0A	0	A	6.448	1.241	y	Y
1014	FloridaKeys	8	18	Orange	0B	0	B	5.912	1.134	y	Y
1015	FloridaKeys	8	18	Orange	2A	2	A	5.241	1.043	y	Y
1016	FloridaKeys	8	18	Orange	2B	2	B	5.659	0.882	y	Y
1017	FloridaKeys	8	18	Orange	4A	4	A	7.729	1.495	y	Y
1018	FloridaKeys	8	18	Orange	4B	4	B	5.586	1.023	y	Y
1019	FloridaKeys	8	18	Orange	6A	6	A	8.371	1.35	y	Y
1020	FloridaKeys	8	18	Orange	6B	6	B	7.161	1.164	y	Y
1021	FloridaKeys	8	18	Orange	8A	8	A	6.041	1.101	y	Y
1022	FloridaKeys	8	18	Orange	8B	8	B	8.672	1.332	y	Y
1023	FloridaKeys	8	18	Orange	10A	10	A	5.509	0.856	y	Y
1024	FloridaKeys	8	18	Orange	10B	10	B	6.69	2.509	y	Y
1025	FloridaKeys	8	18	Orange	12A	12	A	6.354	1.047	y	Y
1026	FloridaKeys	8	18	Orange	12B	12	B	7.873	1.26	y	Y
1027	FloridaKeys	8	18	Orange	14A	14	A	6.913	1.393	y	Y
1028	FloridaKeys	8	18	Orange	14B	14	B	7.924	1.128	y	Y
1029	FloridaKeys	8	18	Orange	16A	16	A	8.176	1.101	y	Y
1030	FloridaKeys	8	18	Orange	16B	16	B	6.724	0.997	y	Y
1031	FloridaKeys	8	18	Orange	18A	18	A	6.374	0.985	y	Y
1032	FloridaKeys	8	18	Orange	18B	18	B	7.003	0.869	y	Y
1033	FloridaKeys	8	18	Orange	20A	20	A	5.723	0.83	y	Y
1034	FloridaKeys	8	18	Orange	20B	20	B	6.916	2.311	y	Y
1035	FloridaKeys	8	18	Pink	0A	0	A	7.652	1.128	y	Y
1036	FloridaKeys	8	18	Pink	0B	0	B	6.753	1.142	y	Y
1037	FloridaKeys	8	18	Pink	2A	2	A	6.917	0.71	y	Y
1038	FloridaKeys	8	18	Pink	2B	2	B	6.739	0.841	y	Y
1039	FloridaKeys	8	18	Pink	4A	4	A	6.219	0.568	y	Y
1040	FloridaKeys	8	18	Pink	4B	4	B	6.246	0.656	y	Y
1041	FloridaKeys	8	18	Pink	6A	6	A	6.705	0.785	y	Y
1042	FloridaKeys	8	18	Pink	6B	6	B	5.355	NA	not deployed	NA
1043	FloridaKeys	8	18	Pink	8A	8	A	6.305	0.751	y	Y
1044	FloridaKeys	8	18	Pink	8B	8	B	6.844	0.976	y	Y
1045	FloridaKeys	8	18	Pink	10A	10	A	7.709	NA	lost	NA
1046	FloridaKeys	8	18	Pink	10B	10	B	7.118	0.723	y	Y
1047	FloridaKeys	8	18	Pink	12A	12	A	6.47	1.103	y	Y
1048	FloridaKeys	8	18	Pink	12B	12	B	6.693	1.206	y	Y
1049	FloridaKeys	8	18	Pink	14A	14	A	7.19	1.145	y	Y
1050	FloridaKeys	8	18	Pink	14B	14	B	7.192	1.013	y	Y
1051	FloridaKeys	8	18	Pink	16A	16	A	7.558	1.095	y	Y
1052	FloridaKeys	8	18	Pink	16B	16	B	7.12	1.136	y	Y
1053	FloridaKeys	8	18	Pink	18A	18	A	7.024	0.956	y	Y
1054	FloridaKeys	8	18	Pink	18B	18	B	7.077	NA	not deployed	NA
1055	FloridaKeys	8	18	Pink	20A	20	A	5.546	NA	not deployed	NA
1056	FloridaKeys	8	18	Pink	20B	20	B	8.544	7.444	n	N
1057	FloridaKeys	9	19	Black	0A	0	A	6.396	0.943	y	Y
1058	FloridaKeys	9	19	Black	0B	0	B	5.376	0.712	y	Y
1059	FloridaKeys	9	19	Black	2A	2	A	6.664	1.02	y	Y
1060	FloridaKeys	9	19	Black	2B	2	B	7.132	1.061	y	Y
1061	FloridaKeys	9	19	Black	4A	4	A	7.623	NA	lost	NA
1062	FloridaKeys	9	19	Black	4B	4	B	7.323	NA	lost	NA
1063	FloridaKeys	9	19	Black	6A	6	A	6.894	0.957	y	Y
1064	FloridaKeys	9	19	Black	6B	6	B	6.452	2.226	y	Y
1065	FloridaKeys	9	19	Black	8A	8	A	4.636	1.35	y	Y
1066	FloridaKeys	9	19	Black	8B	8	B	6.685	1.051	y	Y
1067	FloridaKeys	9	19	Black	10A	10	A	6.992	1.02	y	Y
1068	FloridaKeys	9	19	Black	10B	10	B	6.464	0.844	y	Y
1069	FloridaKeys	9	19	Black	12A	12	A	4.726	0.68	y	Y
1070	FloridaKeys	9	19	Black	12B	12	B	4.64	0.782	y	Y
1071	FloridaKeys	9	19	Black	14A	14	A	6.171	0.726	y	Y
1072	FloridaKeys	9	19	Black	14B	14	B	3.566	0.92	y	Y
1073	FloridaKeys	9	19	Black	16A	16	A	7.253	3.265	y	Y
1074	FloridaKeys	9	19	Black	16B	16	B	6.755	0.986	y	Y
1075	FloridaKeys	9	19	Black	18A	18	A	8.009	1.069	y	Y
1076	FloridaKeys	9	19	Black	18B	18	B	5.549	0.626	y	Y
1077	FloridaKeys	9	19	Black	20A	20	A	7.692	1.348	y	Y
1078	FloridaKeys	9	19	Black	20B	20	B	5.402	2.439	y	Y
1079	FloridaKeys	9	19	Green	0A	0	A	7.224	1.163	y	Y
1080	FloridaKeys	9	19	Green	0B	0	B	7.295	1.051	y	Y
1081	FloridaKeys	9	19	Green	2A	2	A	5.994	0.903	y	Y
1082	FloridaKeys	9	19	Green	2B	2	B	6.539	1.374	y	Y
1083	FloridaKeys	9	19	Green	4A	4	A	6.946	1.165	y	Y
1084	FloridaKeys	9	19	Green	4B	4	B	6.272	1.07	y	Y
1085	FloridaKeys	9	19	Green	6A	6	A	4.941	0.729	y	Y
1086	FloridaKeys	9	19	Green	6B	6	B	6.987	1.134	y	Y
1087	FloridaKeys	9	19	Green	8A	8	A	6.912	1.126	y	Y
1088	FloridaKeys	9	19	Green	8B	8	B	6.248	1.02	y	Y
1089	FloridaKeys	9	19	Green	10A	10	A	7.541	1.686	y	Y
1090	FloridaKeys	9	19	Green	10B	10	B	6.984	1.175	y	Y
1091	FloridaKeys	9	19	Green	12A	12	A	6.541	1.376	y	Y
1092	FloridaKeys	9	19	Green	12B	12	B	7.486	1.195	y	Y
1093	FloridaKeys	9	19	Green	14A	14	A	7.231	1.585	y	Y
1094	FloridaKeys	9	19	Green	14B	14	B	8.036	1.351	y	Y
1095	FloridaKeys	9	19	Green	16A	16	A	7.298	1.197	y	Y
1096	FloridaKeys	9	19	Green	16B	16	B	9.238	1.458	y	Y
1097	FloridaKeys	9	19	Green	18A	18	A	9.205	1.501	y	Y
1098	FloridaKeys	9	19	Green	18B	18	B	7.4	1.14	y	Y
1099	FloridaKeys	9	19	Green	20A	20	A	5.643	0.815	y	Y
1100	FloridaKeys	9	19	Green	20B	20	B	5.86	0.851	y	Y
1101	FloridaKeys	9	19	White	0A	0	A	6.357	1.144	y	Y
1102	FloridaKeys	9	19	White	0B	0	B	5.37	1.061	y	Y
1103	FloridaKeys	9	19	White	2A	2	A	7.146	1.251	y	Y
1104	FloridaKeys	9	19	White	2B	2	B	5.142	0.847	y	Y
1105	FloridaKeys	9	19	White	4A	4	A	8.018	1.024	y	Y
1106	FloridaKeys	9	19	White	4B	4	B	8.39	1.281	y	Y
1107	FloridaKeys	9	19	White	6A	6	A	5.532	0.829	y	Y
1108	FloridaKeys	9	19	White	6B	6	B	5.057	0.738	y	Y
1109	FloridaKeys	9	19	White	8A	8	A	5.242	0.904	y	Y
1110	FloridaKeys	9	19	White	8B	8	B	7.822	1.134	y	Y
1111	FloridaKeys	9	19	White	10A	10	A	6.973	NA	not deployed	NA
1112	FloridaKeys	9	19	White	10B	10	B	5.85	6.13	n	N
1113	FloridaKeys	9	19	White	12A	12	A	6.006	0.979	y	Y
1114	FloridaKeys	9	19	White	12B	12	B	5.132	0.861	y	Y
1115	FloridaKeys	9	19	White	14A	14	A	5.928	0.858	y	Y
1116	FloridaKeys	9	19	White	14B	14	B	5.489	2.265	y	Y
1117	FloridaKeys	9	19	White	16A	16	A	8.508	0.777	y	Y
1118	FloridaKeys	9	19	White	16B	16	B	5.126	1.251	y	Y
1119	FloridaKeys	9	19	White	18A	18	A	8.132	1.177	y	Y
1120	FloridaKeys	9	19	White	18B	18	B	9.084	NA	lost (? Or removed)	NA
1121	FloridaKeys	9	19	White	20A	20	A	6.746	NA	lost (? Or removed)	NA
1122	FloridaKeys	9	19	White	20B	20	B	6.696	NA	lost (? Or removed)	NA
1123	FloridaKeys	10	20	Blue	0A	0	A	8.46	1.182	y	Y
1124	FloridaKeys	10	20	Blue	0B	0	B	6.145	0.791	y	Y
1125	FloridaKeys	10	20	Blue	2A	2	A	5.013	0.669	y	Y
1126	FloridaKeys	10	20	Blue	2B	2	B	7.487	1.008	y	Y
1127	FloridaKeys	10	20	Blue	4A	4	A	9.096	1.272	y	Y
1128	FloridaKeys	10	20	Blue	4B	4	B	8.044	1.223	y	Y
1129	FloridaKeys	10	20	Blue	6A	6	A	6.6	0.941	y	Y
1130	FloridaKeys	10	20	Blue	6B	6	B	7.404	1.703	y	Y
1131	FloridaKeys	10	20	Blue	8A	8	A	7.248	1.746	y	Y
1132	FloridaKeys	10	20	Blue	8B	8	B	7.629	1.209	y	Y
1133	FloridaKeys	10	20	Blue	10A	10	A	6.563	4.601	y	Y
1134	FloridaKeys	10	20	Blue	10B	10	B	7.034	1.019	y	Y
1135	FloridaKeys	10	20	Blue	12A	12	A	7.831	1.526	y	Y
1136	FloridaKeys	10	20	Blue	12B	12	B	6.857	1.019	y	Y
1137	FloridaKeys	10	20	Blue	14A	14	A	6.324	1.022	y	Y
1138	FloridaKeys	10	20	Blue	14B	14	B	7.397	1.448	y	Y
1139	FloridaKeys	10	20	Blue	16A	16	A	7.496	6.263	y	Y
1140	FloridaKeys	10	20	Blue	16B	16	B	8.029	3.554	y	Y
1141	FloridaKeys	10	20	Blue	18A	18	A	8.301	1.123	y	Y
1142	FloridaKeys	10	20	Blue	18B	18	B	7.817	1.682	y	Y
1143	FloridaKeys	10	20	Blue	20A	20	A	6.881	1.258	y	Y
1144	FloridaKeys	10	20	Blue	20B	20	B	6.246	2.081	y	Y
1145	FloridaKeys	10	20	Orange	0A	0	A	8.903	2.629	y	Y
1146	FloridaKeys	10	20	Orange	0B	0	B	8.908	0.723	y	Y
1147	FloridaKeys	10	20	Orange	2A	2	A	9.01	2.24	y	Y
1148	FloridaKeys	10	20	Orange	2B	2	B	5.23	2.113	y	Y
1149	FloridaKeys	10	20	Orange	4A	4	A	5.838	3.091	y	Y
1150	FloridaKeys	10	20	Orange	4B	4	B	8.123	1.488	y	Y
1151	FloridaKeys	10	20	Orange	6A	6	A	8.061	1.145	y	Y
1152	FloridaKeys	10	20	Orange	6B	6	B	7.642	0.965	y	Y
1153	FloridaKeys	10	20	Orange	8A	8	A	7.966	1.203	y	Y
1154	FloridaKeys	10	20	Orange	8B	8	B	5.433	0.826	y	Y
1155	FloridaKeys	10	20	Orange	10A	10	A	7.538	1.254	y	Y
1156	FloridaKeys	10	20	Orange	10B	10	B	6.872	2.704	y	Y
1157	FloridaKeys	10	20	Orange	12A	12	A	5.486	0.994	y	Y
1158	FloridaKeys	10	20	Orange	12B	12	B	6.071	1.249	y	Y
1159	FloridaKeys	10	20	Orange	14A	14	A	6.883	3.825	y	Y
1160	FloridaKeys	10	20	Orange	14B	14	B	5.741	1.229	y	Y
1161	FloridaKeys	10	20	Orange	16A	16	A	8.022	3.275	y	Y
1162	FloridaKeys	10	20	Orange	16B	16	B	7.713	3.118	y	Y
1163	FloridaKeys	10	20	Orange	18A	18	A	8.617	1.946	y	Y
1164	FloridaKeys	10	20	Orange	18B	18	B	7.756	1.084	y	Y
1165	FloridaKeys	10	20	Orange	20A	20	A	6.219	5.117	y	Y
1166	FloridaKeys	10	20	Orange	20B	20	B	5.786	5.051	y	Y
1167	FloridaKeys	10	20	Pink	0A	0	A	5.139	NA	lost	NA
1168	FloridaKeys	10	20	Pink	0B	0	B	8.596	6.947	n	N
1169	FloridaKeys	10	20	Pink	2A	2	A	6.444	1.469	y	Y
1170	FloridaKeys	10	20	Pink	2B	2	B	8.263	1.569	y	Y
1171	FloridaKeys	10	20	Pink	4A	4	A	5.625	0.508	y	Y
1172	FloridaKeys	10	20	Pink	4B	4	B	7.086	1.039	y	Y
1173	FloridaKeys	10	20	Pink	6A	6	A	7.022	1.073	y	Y
