Record.Num	Patch.Num	UniquePatch.Num	Patch.CT	Transect	Month	Day 	Year	Time	Heading	Visibility_ft	Observer	Species.Ident 	T1.10_15	T1.15_20	T1.20_25	T1.25_30	T1.30	T1_Unknown	T2.0_5	T2.5_10	T2.10_15	T2.15_20	T2.20_25	T2.25_30	T2.30	T2.Unknown	Notes
3097	1	11	FloridaKeys	3	7	23	16	945	80	NA	Bart	Caesar (H. carbonarium)															
3098	1	11	FloridaKeys	3	7	23	16	945	80	NA	Bart	Cottonwick (H. melanurum)															
3099	1	11	FloridaKeys	3	7	23	16	945	80	NA	Bart	French (H. flavolineatum)								1							
3100	1	11	FloridaKeys	3	7	23	16	945	80	NA	Bart	Smallmouth								83							
3101	1	11	FloridaKeys	3	7	23	16	945	80	NA	Bart	Black Margate	1														
3102	1	11	FloridaKeys	3	7	23	16	945	80	NA	Bart	Black/White(?) Grunt														28	
3103	1	11	FloridaKeys	3	7	23	16	945	80	NA	Bart	Harlequin  Bass (Serranusti grinus)															
3104	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Serranids															
3105	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Nassau Grouper (E. striatus)															
3106	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Graysby (C. cruentatus)								1							
3107	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Red Hind (E. guttatus)															
3108	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Rock Hind (E. adscensionis)															
3109	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Coney (C. fulvus)															
3110	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Hamlets (Hypoplectrus spp)															
3111	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Silvery															
3112	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Bar Jack (C. ruber)															
3113	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Horse-eyed jacks (C. latus)															
3114	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Crevalle jack (C. hippos)															
3115	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Permit (Trachinotus falcatus)															
3116	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Houndfish (Tylosurus crocodilus)															
3117	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Barracuda (Sphyraena barracuda)		1													
3118	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Mullets (Mugil spp.)															
3119	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Chubs (Kyposus spp.)		1													
3120	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Porgy (Calamus spp.)															
3121	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Porkfish															
3122	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Bass							66	2							
3123	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Surgeonfish								2							
3124	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Ocean surgeonfish (A. bahanius)															
3125	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Doctorfish (A. chirurgus)															
3126	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Blue tang (A. coeruleus)															
3127	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Sandtile Fish 															
3128	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Squirrelfish (Holocentrus spp.)															
3129	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Lionfish (Pterois volitans)															
3130	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Snappers															
3131	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Mutton snapper (Lutjanus analis)															
3132	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Gray snapper (L. griseus)															
3133	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Dog snapper (L. jocu)															
3134	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Schoolmaster (L. apodus)	1							7	5						
3135	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Yellowtail snapper (O.chrysurus)															
3136	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	"Puffers, Triggers, Filefish"															
3137	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Sharpnose puffer															
3138	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	 (C. rostrata)															
3139	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Balloon (D. holocanthus)															
3140	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Porcupine (D. hystrix)															
3141	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Queen trigger (Balistes vetula)															
3142	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Gray trigger (B. capriscus)															
3143	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Black durgon (Melicthys niger)															
3144	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Orangepotted file (C. pullus)															
3145	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Whitespotted file(C. macrocerus)															
3146	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Butterflyfish															
3147	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Longsnout BFF (C. aculeatus)															
3148	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Foureyebff (C. capistratus)															
3149	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Spotfinbff(C. ocellatus)															
3150	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Bandedbff (C. striatus)															
3151	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Reef bff(C. sedentarius)															
3152	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Parrotfish															
3153	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Stoplight Ter ((Sp. viride) Int.)	1	1						3							
3154	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Princess Ter.															
3155	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Striped Ter.															
3156	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	RedbandTer.															
3157	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	RedtailTer.															
3158	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Yellowtail Ter.									1						
3159	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Green-blotch Ter.															
3160	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Rainbow	5	6	7						11	5	5				
3161	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Midnight						4								4	
3162	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Juvenile															
3163	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Damselfishes &Chromis															
3164	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Sergeant major (A. saxatilis)															
3165	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Blue chromis															
3166	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Brown chromis (C. multilineata)															
3167	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Yellowtail damsel (M. chrusurus)															
3168	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Beaugregory															
3169	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Bicolor damsel															
3170	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Threespot damsel															
3171	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Dusky damsel							22								
3172	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Cocoa Damsel 															
3173	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Angelfishes															
3174	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Grey (P. arcuatus)															
3175	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	French															
3176	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Hawkfish (A. pinos)															
3177	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Trumpetfish (A. maculates)															
3178	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Wrasses															
3179	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Hogfish (L. maximus)															
3180	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Spanish hogfish (B. rufus)															
3181	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Puddingwife (H. radiatus)															
3182	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Creole wrasse (C. parrai)															
3183	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Yellowhead (H. garnoti)															
3184	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Slipperydick (H. bivittatus)															
3185	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Bluehead (T. bifasciatum)															
3186	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Clown wrasse (H. maculipinna)															
3187	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Goatfishes															
3188	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Yellow (M. martinicus)															
3189	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Spotted (P. maculatus)															
3190	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Grunts															
3191	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Bluestriped (Haemulon sciurus)	10							62	8						
3192	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Spanish (H. macrostomum)									2						
3193	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Striped (H. striatum)															
3194	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	White (H. plumieri)								3	1						
3195	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Caesar (H. carbonarium)															
3196	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Cottonwick (H. melanurum)															
3197	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	French (H. flavolineatum)								56							
3198	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Black/White Grunt	2								2						
3199	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Smallmouth								15							
3200	1	11	FloridaKeys	4	7	23	16	1230	NA	NA	Bart	Harlequin  Bass (Serranusti grinus)															
3201	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Serranids															
3202	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Nassau Grouper (E. striatus)									1						
3203	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Graysby (C. cruentatus)															
3204	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Red Hind (E. guttatus)															
3205	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Rock Hind (E. adscensionis)															
3206	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Coney (C. fulvus)															
3207	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Hamlets (Hypoplectrus spp)															
3208	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Silvery															
3209	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Bar Jack (C. ruber)															
3210	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Horse-eyed jacks (C. latus)															
3211	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Crevalle jack (C. hippos)															
3212	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Permit (Trachinotus falcatus)															
3213	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Houndfish (Tylosurus crocodilus)															
3214	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Barracuda (Sphyraena barracuda)															
3215	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Mullets (Mugil spp.)															
3216	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Chubs (Kyposus spp.)		1													
3217	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Porgy (Calamus spp.)															
3218	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Porkfish								4	1						
3219	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Tarpon													1		
3220	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Surgeonfish									1						
3221	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Ocean surgeonfish (A. bahanius)									1						
3222	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Doctorfish (A. chirurgus)															
3223	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Blue tang (A. coeruleus)															
3224	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Sandtile Fish 															
3225	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Squirrelfish (Holocentrus spp.)															
3226	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Lionfish (Pterois volitans)															
3227	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Snappers															
3228	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Mutton snapper (Lutjanus analis)	1														
3229	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Gray snapper (L. griseus)	1														
3230	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Dog snapper (L. jocu)															
3231	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Schoolmaster (L. apodus)	1							6							
3232	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Yellowtail snapper (O.chrysurus)															
3233	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	"Puffers, Triggers, Filefish"															
3234	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Sharpnose puffer															
3235	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	 (C. rostrata)															
3236	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Balloon (D. holocanthus)															
3237	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Porcupine (D. hystrix)															
3238	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Queen trigger (Balistes vetula)															
3239	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Gray trigger (B. capriscus)															
3240	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Black durgon (Melicthys niger)															
3241	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Orangepotted file (C. pullus)															
3242	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Whitespotted file(C. macrocerus)															
3243	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Butterflyfish															
3244	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Longsnout BFF (C. aculeatus)															
3245	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Foureyebff (C. capistratus)															
3246	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Spotfinbff(C. ocellatus)															
3247	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Bandedbff (C. striatus)															
3248	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Reef bff(C. sedentarius)															
3249	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Parrotfish															
3250	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Stoplight Ter ((Sp. viride) Int.)	4						1	2							
3251	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Princess Ter.									3						
3252	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Striped Ter.							3								
3253	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	RedbandTer.															
3254	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	RedtailTer.															
3255	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Yellowtail Ter.								1							
3256	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Green-blotch Ter.															
3257	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Rainbow			1						3						
3258	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Midnight															
3259	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Juvenile							5								
3260	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Damselfishes &Chromis															
3261	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Sergeant major (A. saxatilis)															
3262	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Blue chromis															
3263	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Brown chromis (C. multilineata)															
3264	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Yellowtail damsel (M. chrusurus)															
3265	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Beaugregory															
3266	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Bicolor damsel															
3267	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Threespot damsel															
3268	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Dusky damsel							11								
3269	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Cocoa Damsel 															
3270	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Angelfishes															
3271	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Grey (P. arcuatus)															
3272	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	French															
3273	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Hawkfish (A. pinos)															
3274	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Trumpetfish (A. maculates)															
3275	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Wrasses															
3276	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Hogfish (L. maximus)								1							
3277	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Spanish hogfish (B. rufus)															
3278	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Puddingwife (H. radiatus)															
3279	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Creole wrasse (C. parrai)															
3280	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Yellowhead (H. garnoti)															
3281	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Slipperydick (H. bivittatus)															
3282	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Bluehead (T. bifasciatum)															
3283	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Clown wrasse (H. maculipinna)															
3284	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Goatfishes															
3285	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Yellow (M. martinicus)															
3286	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Spotted (P. maculatus)															
3287	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Grunts															
3288	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Bluestriped (Haemulon sciurus)								296	8						
3289	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Spanish (H. macrostomum)															
3290	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Striped (H. striatum)															
3291	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	White (H. plumieri)	10							2							
3292	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Caesar (H. carbonarium)															
3293	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Cottonwick (H. melanurum)															
3294	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	French (H. flavolineatum)								2							
3295	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Black Margate								1	16						
3296	2	12	FloridaKeys	1	7	16	16	1515	10	NA	Bart	Harlequin  Bass (Serranusti grinus)															
3297	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Serranids															
3298	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Nassau Grouper (E. striatus)															
3299	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Graysby (C. cruentatus)															
3300	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Red Hind (E. guttatus)															
3301	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Rock Hind (E. adscensionis)															
3302	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Coney (C. fulvus)															
3303	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Hamlets (Hypoplectrus spp)															
3304	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Silvery															
3305	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Bar Jack (C. ruber)															
3306	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Horse-eyed jacks (C. latus)															
3307	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Crevalle jack (C. hippos)															
3308	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Permit (Trachinotus falcatus)															
3309	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Houndfish (Tylosurus crocodilus)															
3310	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Barracuda (Sphyraena barracuda)															
3311	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Mullets (Mugil spp.)															
3312	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Chubs (Kyposus spp.)															
3313	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Porgy (Calamus spp.)															
3314	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Porkfish															
3315	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Surgeonfish															
3316	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Ocean surgeonfish (A. bahanius)															
3317	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Doctorfish (A. chirurgus)															
3318	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Blue tang (A. coeruleus)															
3319	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Sandtile Fish 															
3320	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Squirrelfish (Holocentrus spp.)															
3321	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Lionfish (Pterois volitans)															
3322	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Snappers															
3323	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Mutton snapper (Lutjanus analis)															
3324	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Gray snapper (L. griseus)															
3325	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Dog snapper (L. jocu)															
3326	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Schoolmaster (L. apodus)	4	1						3	1						
3327	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Yellowtail snapper (O.chrysurus)															
3328	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	"Puffers, Triggers, Filefish"															
3329	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Sharpnose puffer															
3330	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	 (C. rostrata)															
3331	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Balloon (D. holocanthus)															
3332	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Porcupine (D. hystrix)															
3333	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Queen trigger (Balistes vetula)															
3334	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Gray trigger (B. capriscus)															
3335	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Black durgon (Melicthys niger)															
3336	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Orangepotted file (C. pullus)															
3337	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Whitespotted file(C. macrocerus)															
3338	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Butterflyfish															
3339	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Longsnout BFF (C. aculeatus)															
3340	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Foureyebff (C. capistratus)															
3341	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Spotfinbff(C. ocellatus)															
3342	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Bandedbff (C. striatus)															
3343	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Reef bff(C. sedentarius)															
3344	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Parrotfish															
3345	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Stoplight Ter ((Sp. viride) Int.)															
3346	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Princess Ter.															
3347	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Striped Ter.								1							
3348	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	RedbandTer.															
3349	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	RedtailTer.															
3350	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Yellowtail Ter.															
3351	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Green-blotch Ter.															
3352	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Rainbow		5	5				1			1					
3353	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Midnight		2	1												
3354	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Juvenile															
3355	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Damselfishes &Chromis															
3356	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Sergeant major (A. saxatilis)							10								
3357	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Blue chromis															
3358	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Brown chromis (C. multilineata)															
3359	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Yellowtail damsel (M. chrusurus)															
3360	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Beaugregory															
3361	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Bicolor damsel															
3362	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Threespot damsel															
3363	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Dusky damsel							20								
3364	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Cocoa Damsel 															
3365	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Angelfishes															
3366	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Grey (P. arcuatus)															
3367	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	French															
3368	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Hawkfish (A. pinos)															
3369	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Trumpetfish (A. maculates)															
3370	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Wrasses															
3371	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Hogfish (L. maximus)															
3372	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Spanish hogfish (B. rufus)															
3373	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Puddingwife (H. radiatus)															
3374	2	12	FloridaKeys	2	7	6	16	NA	120	NA	Bart	Creole wrasse (C. parrai)															
